fullName,gender,dob,age,contactNumber,email,address,city,state,pin,employmentType,employerName,netMonthlyIncome,loanType,loanAmount,loanTenure,hasIdentityProof,hasAddressProof,hasBankStatement,hasSalaryProof,declaration,travelDestination,travelPurpose,travelCost,departureDate,returnDate,loanApproved
Joyce Allen,male,1992-05-28,60,001-836-491-3540x8347,ycain@example.com,231 Pamela Springs Apt. 667,Dianaland,North Dakota,48607,salaried,"Miller, King and Ramirez",30784.418138974765,travel,8991.531100800192,3,True,False,False,False,True,Bulgaria,business trip,4856.467842778211,2024-05-28,2024-08-21,True
Stephanie Taylor,male,1987-12-01,27,(498)385-4934x52161,baileydawn@example.net,5489 Christopher View,West Davidhaven,Nebraska,12873,business owner,Joseph-Brown,11705.627652240633,travel,18844.363571461556,7,True,False,False,True,True,Namibia,vacation,2138.658950715555,2024-06-20,2024-09-16,True
Norma Macias,female,1999-05-09,25,001-665-608-5249x167,meredith18@example.org,773 Brandy Haven,Bradfordview,Montana,35354,salaried,Mccoy-Patrick,14760.72683897163,travel,2717.708897443106,6,False,False,False,True,True,Niger,vacation,9348.635385127045,2024-06-05,2024-09-04,False
Melissa Valencia,female,1968-05-12,36,785-203-5042,millertina@example.org,94005 Campbell Center Apt. 025,Jamesstad,Ohio,19485,business owner,Molina PLC,45523.03528676971,travel,18425.754262082544,12,False,False,True,False,True,Seychelles,medical tourism,2077.4440244596026,2024-07-09,2024-08-20,True
Gavin Reed,female,1960-02-12,24,4822082484,panderson@example.org,88462 Lucas Greens,North Hunterfort,Oklahoma,61701,salaried,Short and Sons,36164.00423076224,travel,3977.964930915912,10,True,True,False,False,True,Venezuela,medical tourism,5088.574644470269,2024-06-29,2024-09-27,True
Courtney Smith,other,1977-01-31,69,001-787-574-0078x82115,opayne@example.com,617 Gregory Radial Suite 316,Virginiatown,Virginia,07654,self-employed,"Snow, Schneider and Martin",41073.08305489761,travel,7381.701057770848,8,False,True,False,True,True,Greenland,medical tourism,9794.897337669932,2024-07-19,2024-09-28,True
Shane Hatfield,other,1968-11-11,52,894-291-1391,glassaustin@example.org,31647 Jacob Greens Apt. 655,South Casey,Maryland,23509,business owner,Wells-Koch,38232.845626410606,travel,18479.908983753994,12,True,True,True,False,True,Qatar,medical tourism,8014.186913838114,2024-06-26,2024-08-20,True
Andrew Allen,male,1979-09-26,38,5087166594,joann36@example.com,6453 Tara Wells,North Tamara,Arizona,38676,salaried,Dean Ltd,44049.95882637614,travel,9186.25115743793,8,True,False,False,False,True,Iran,medical tourism,1844.1031508541128,2024-05-30,2024-09-10,False
Kathryn Warren,other,1980-10-03,28,(233)981-3080,john55@example.net,434 Burnett Station,Torresbury,Oklahoma,77735,salaried,Hess-Collier,35464.51922374744,travel,19930.873152771437,3,False,True,False,False,True,Morocco,business trip,6561.283562336862,2024-07-03,2024-08-06,False
Clayton Williams,male,1961-10-02,29,(711)895-4239x2544,leelaura@example.net,96318 Holland Station Suite 932,Pattersontown,Massachusetts,54621,salaried,Acosta-Wright,37703.95055449737,travel,3334.9754361911237,8,False,False,False,True,True,Korea,medical tourism,9959.931728962696,2024-06-09,2024-09-29,False
Carla Gutierrez,male,1981-10-02,32,+1-411-759-9790x4377,wchavez@example.net,383 George Course Apt. 223,Edwardmouth,Delaware,73738,salaried,"Dyer, Martin and Garcia",44702.28791621072,travel,16102.121310422432,6,False,True,True,True,True,Saint Pierre and Miquelon,medical tourism,3214.751141330541,2024-07-21,2024-08-10,True
Mr. Reginald Palmer DDS,female,1963-12-29,58,640-818-9104x009,stephanieclayton@example.org,157 Smith Extension,Lake Richardview,West Virginia,26224,self-employed,Simon PLC,37310.37441100842,travel,13817.965566947358,6,True,False,False,False,True,Swaziland,vacation,9126.878554409263,2024-07-12,2024-08-29,True
Paul Lee,other,1955-03-07,48,+1-613-324-0283x35430,daniellemartin@example.org,57947 Lane Land,South Marilyn,Oklahoma,21424,salaried,Johnson LLC,38028.67871049112,travel,9839.618207154834,3,True,False,True,True,True,Tuvalu,medical tourism,8011.408087086342,2024-06-17,2024-08-25,True
Lisa Beck,other,1995-06-28,61,(293)602-6834,julia33@example.com,17519 Barnes Trail Suite 052,East Nicole,Alabama,63600,self-employed,"Ellis, Morrison and Brewer",21872.68038539801,travel,16452.849662625216,11,False,True,True,False,True,Oman,business trip,3746.257893662967,2024-07-02,2024-09-13,False
Melissa Orr,other,1979-10-30,23,001-597-573-6648x1941,clarkderrick@example.net,52425 James Mountains,Port Zachary,Alabama,59306,self-employed,Ross-Davis,14402.065255401276,travel,12309.670489666461,4,False,True,False,False,True,Norfolk Island,business trip,6598.787936003061,2024-07-13,2024-08-12,True
Susan Hurley DDS,female,1987-10-14,51,(353)246-9415,melissa31@example.org,32077 Michael Gateway,Port Stephanie,New Hampshire,80874,salaried,White Inc,49694.41957027076,travel,10075.167907362356,7,False,True,True,True,True,Jamaica,vacation,7337.014805362494,2024-06-08,2024-09-05,False
Chad Boyle,other,1970-09-17,46,001-979-612-1159x83610,bphillips@example.org,075 Luis Ways Apt. 687,North Williammouth,Florida,84623,salaried,Morgan-Lawrence,32820.567418333725,travel,8416.718411598966,4,False,False,False,True,True,Kiribati,business trip,6353.773680009606,2024-06-08,2024-09-13,False
Lauren Hughes,male,1976-01-13,23,857-804-9969,katrina46@example.net,1882 Mercado Viaduct Apt. 112,Nicholasfort,Montana,11877,business owner,Logan Group,7836.251735121267,travel,9143.115916569714,8,True,True,False,False,True,British Indian Ocean Territory (Chagos Archipelago),medical tourism,9596.035633006484,2024-06-06,2024-09-21,False
Brian Hurst,male,2005-11-04,68,801-671-3956x915,bobrivera@example.com,9556 Trujillo Freeway Suite 646,East Branditon,Texas,36747,salaried,Edwards Inc,49891.72930594427,travel,5466.154066314797,4,True,True,False,True,True,Cayman Islands,business trip,6005.871181001924,2024-06-19,2024-09-25,False
Samantha Richards,other,1958-01-24,51,001-937-960-8625x956,ashley05@example.net,64224 Simmons Shoals,Eugeneton,Illinois,74712,salaried,Delacruz-Ali,9146.239178592641,travel,4344.2815152569565,6,False,False,True,False,True,Nepal,vacation,3855.5569909347855,2024-06-19,2024-09-17,True
John Johnson,male,1983-05-15,26,405-854-3777x210,djenkins@example.com,4801 Melissa Forges Suite 524,Snowborough,Arkansas,57949,business owner,Brown PLC,36545.26755987845,travel,2755.3193702980816,5,True,False,True,True,True,Uganda,vacation,3986.682988660691,2024-07-08,2024-09-19,True
Susan Rodriguez,male,1963-09-13,34,705.725.2248,umurray@example.org,27324 Hudson Pike,Lake Lauraland,Minnesota,14354,business owner,Welch Group,10754.631560494054,travel,18029.347618417938,5,False,True,False,True,True,Korea,vacation,5603.9451346829055,2024-06-16,2024-08-08,True
Nancy Johnson,male,1971-04-18,27,(685)991-5999,ischneider@example.com,7718 Mario Landing,Lake Jerrystad,Arizona,96093,business owner,Schroeder-Eaton,25176.376857415642,travel,6669.047039139529,12,True,False,False,False,True,Saint Helena,medical tourism,3860.3217845661793,2024-07-03,2024-09-30,False
Jeremy Waller,male,1974-10-11,33,376-626-3877x8302,david67@example.org,4069 Ray Loop,Alexanderchester,Virginia,98971,self-employed,"Williams, Pierce and Pierce",18594.507025025163,travel,8177.776143966717,3,True,True,False,False,True,Congo,medical tourism,4481.431250984186,2024-05-26,2024-08-15,False
Amanda Cannon,other,1963-04-19,40,551-677-2813x705,plee@example.org,5788 Emily Glen,Lanebury,Illinois,37602,business owner,"Simmons, Bradley and Walker",42581.330574768246,travel,11407.46204431357,11,False,False,False,False,True,Angola,vacation,9313.662947213441,2024-07-10,2024-09-10,False
Keith Lowery,female,1984-03-02,63,(648)963-6045,breed@example.org,2928 Rhonda Bridge Apt. 699,Beanburgh,Kansas,92179,salaried,Oconnell Ltd,34379.87331203213,travel,6139.507551230212,10,True,True,True,False,True,Timor-Leste,medical tourism,9362.05737732569,2024-06-21,2024-08-06,False
Alexa Clark,male,1969-03-20,63,001-708-278-6065,hbuchanan@example.net,17700 Stout Manor Apt. 202,Anthonyport,Delaware,53503,self-employed,Kane and Sons,47624.80402257025,travel,3992.7219696261855,8,True,True,False,False,True,New Zealand,business trip,3424.8526208314443,2024-07-22,2024-08-18,True
Daniel Monroe,female,1989-04-19,27,2173815494,ysmith@example.net,0880 Bennett Estate,East Kari,Pennsylvania,12925,salaried,Stevenson-Burns,2679.6633550314687,travel,15917.56629597296,12,False,True,False,True,True,Serbia,business trip,1272.39820974112,2024-06-02,2024-10-03,True
Robert Rodriguez,other,1972-10-11,63,283-400-1910,baileysarah@example.net,115 Maria Mission,North Timothyberg,North Dakota,20616,self-employed,Wallace and Sons,22249.98378056033,travel,12405.747061183823,7,True,False,True,False,True,Kyrgyz Republic,business trip,1549.9880339944498,2024-07-01,2024-09-13,True
Brad Diaz,male,1985-05-12,26,9846271989,michael03@example.com,26956 Jeffrey River,South Williefort,Utah,66563,business owner,Reyes LLC,37363.28918102966,travel,10277.24789058112,5,True,False,False,False,True,Tunisia,business trip,1625.8364483881278,2024-07-02,2024-09-02,True
Zachary Jackson,male,1983-09-14,22,+1-921-952-8977,kimberly39@example.org,411 Williams Underpass Suite 370,Vegaland,Arizona,58708,salaried,Valenzuela-Wilson,28819.877031167314,travel,10904.966738988318,6,True,False,True,True,True,New Zealand,business trip,2015.3705025706663,2024-06-18,2024-09-09,True
Christopher Lang,female,1985-05-17,18,001-643-887-6583,gloverchristopher@example.net,751 Glenn Place,East Taylortown,New York,36334,salaried,Powell-Dillon,49178.71577222436,travel,6479.343444203188,10,False,False,False,True,True,Greenland,medical tourism,9879.778237279586,2024-06-29,2024-08-04,False
Anthony Valdez,female,1958-05-04,38,(487)450-9242,xcole@example.org,1363 Michael Valley Suite 750,New Matthewfort,Ohio,56200,self-employed,Lee-Haas,17154.401387345526,travel,12463.0459644091,11,False,True,True,False,True,Croatia,medical tourism,5444.015278867973,2024-07-06,2024-09-15,True
James Lopez,male,1965-10-29,32,880-333-0962x701,amywalker@example.com,633 Melissa Ramp,Westshire,Delaware,77459,salaried,"Ellis, Robinson and Woodward",13916.092105132442,travel,18433.095354566638,9,True,False,True,False,True,Portugal,medical tourism,1653.1407834158376,2024-07-24,2024-09-06,True
Bryan Durham,male,1955-07-13,70,302-896-2537,david81@example.net,33025 Powers Spurs Suite 182,New Christopherhaven,Georgia,34337,salaried,Williams-Swanson,8227.262493712456,travel,4586.479369022182,7,True,False,True,False,True,Croatia,vacation,9315.812123931231,2024-07-24,2024-09-16,True
David Moreno,other,1981-05-12,61,(600)980-8496x9362,sabrinamccormick@example.net,73329 Ball Loop Suite 912,Lake Teresaberg,New Mexico,43819,self-employed,"Mitchell, Thomas and Williams",37296.16163213481,travel,12875.696292939134,12,True,True,True,True,True,French Polynesia,medical tourism,4801.2410771526565,2024-06-13,2024-09-20,False
William Duran,other,1997-02-10,54,(992)701-8953,robertcox@example.com,930 Wheeler Crossing Suite 065,Dawnshire,Michigan,93615,business owner,Berry Ltd,9089.557073110056,travel,17050.071572758665,4,True,True,False,False,True,Georgia,business trip,1495.7322176014895,2024-07-19,2024-09-28,False
Sheila Carter,female,1985-03-01,28,(330)760-9665x46253,henrysandy@example.net,20311 Jessica Dale Suite 747,East Erikaport,Kansas,34530,business owner,Hernandez and Sons,28519.29605894866,travel,8582.24207130248,5,True,True,True,True,True,India,vacation,7281.691713515269,2024-06-19,2024-08-02,True
Mario Hudson,other,1992-07-05,23,+1-213-370-7149x481,tsanchez@example.com,38169 Lisa Avenue,East Jacob,Mississippi,78115,salaried,Alexander and Sons,41574.79552323624,travel,6818.2499793505485,9,True,True,True,False,True,Japan,business trip,8790.167201558557,2024-05-31,2024-09-18,True
Julie Reid,other,1971-03-03,55,+1-942-413-3484x971,langdavid@example.org,8589 Rebecca Circles Suite 513,Lake Christopher,South Carolina,28220,salaried,Mckinney-Rivera,22876.35469324978,travel,2938.3678263310894,3,True,True,False,False,True,Georgia,medical tourism,3574.8985983898474,2024-07-08,2024-08-04,True
Heather Harrison,female,2003-10-25,53,6172723047,christina22@example.net,0183 Robertson Road Suite 109,East Stephanie,Ohio,37452,salaried,Barber and Sons,47694.08035069306,travel,13190.162439122148,4,False,False,False,True,True,Guadeloupe,medical tourism,2465.0847459504075,2024-06-16,2024-09-21,False
Amanda Smith,other,1981-02-13,43,001-705-620-1266x24198,tyler78@example.com,0253 Randy Manor,Port Beth,Georgia,71873,business owner,Rice and Sons,15376.19402617067,travel,19040.013770519483,7,False,True,False,False,True,Gambia,medical tourism,8353.748638219302,2024-06-30,2024-08-09,True
Katie Wilson,female,1975-07-07,45,944-558-1174,ddavis@example.com,20652 Young Shoals,Johnhaven,Mississippi,09330,salaried,"Williams, Willis and Cruz",40928.7178611246,travel,10443.43584938189,9,False,False,True,True,True,Mozambique,medical tourism,3050.9217256238876,2024-07-06,2024-09-30,True
Lori Reynolds,male,1960-09-03,46,(650)366-2684x44805,abigail98@example.org,610 Wheeler Squares,Reynoldsmouth,Nebraska,84136,business owner,Carpenter-Vaughan,46291.987120748934,travel,15150.032605215294,6,True,False,False,True,True,Japan,medical tourism,2965.7580249382645,2024-07-19,2024-08-27,True
Tammy King,other,1958-10-14,64,898.797.3927x25005,andrew50@example.net,73256 Watkins Spring,Johnsonmouth,Nevada,99694,self-employed,Stevenson-Taylor,45666.07857606016,travel,6276.196562110012,10,False,True,True,False,True,Peru,business trip,7457.088481626559,2024-05-29,2024-09-17,False
Austin Ramos,male,1990-09-30,41,(783)929-9975,evansjacob@example.net,2859 Santiago Street Apt. 088,Deborahberg,Kentucky,54953,self-employed,Forbes and Sons,25129.863801952804,travel,6924.418840291423,10,False,True,False,False,True,Fiji,business trip,1648.2711428643856,2024-07-10,2024-08-28,False
Catherine Robinson,male,1980-10-27,27,403-498-7576,maria32@example.net,8718 Frank Groves Suite 703,Palmerburgh,Alabama,33434,business owner,Matthews PLC,23396.444159630897,travel,4105.208335881232,12,True,False,True,True,True,North Macedonia,medical tourism,6781.716063317363,2024-07-02,2024-09-23,False
Curtis Silva,other,1973-09-19,52,653-421-7272x32738,kevinwilliams@example.org,63236 Chavez Port,Garciamouth,Wyoming,60006,salaried,Coleman-Fox,22846.14680422915,travel,6895.545937762259,10,False,True,True,False,True,Bouvet Island (Bouvetoya),vacation,7949.083032644843,2024-07-23,2024-09-05,False
Savannah Martin,other,1955-03-22,25,(488)929-9468,kayla03@example.org,541 Kimberly Route,Lake Shelly,South Carolina,43941,business owner,Berry-Sexton,31121.401986170054,travel,14278.720536984556,6,False,False,True,False,True,New Caledonia,medical tourism,1626.6732233638616,2024-05-26,2024-10-05,False
April Juarez,male,1963-05-29,55,301-965-6272,patelluis@example.org,852 Jonathan Parkway,East Jonfort,Iowa,49505,business owner,"May, Woodward and Newton",45239.51888608038,travel,10511.690210458264,12,True,True,False,True,True,Jersey,business trip,9423.797808123536,2024-07-14,2024-09-23,False
Lisa Graham,other,2001-08-20,60,849.386.7501x817,christinagomez@example.org,2224 Gilbert Harbors Apt. 175,West Catherine,Wyoming,96829,salaried,Francis-Ortega,48829.48302037171,travel,8544.29044916921,12,False,True,False,True,True,Vanuatu,medical tourism,3292.2777659411713,2024-07-02,2024-09-17,False
Ann Moreno,other,1995-07-22,48,001-461-415-5555x933,greenjessica@example.com,303 Summer Key,West Melissaland,Alabama,29806,salaried,"George, Webb and Lyons",49870.27739612919,travel,10335.04923330235,7,True,False,True,False,True,Mozambique,business trip,1934.2293885063436,2024-06-19,2024-08-09,False
Suzanne Riley,other,1955-09-26,67,3258643452,amandasanchez@example.net,51334 Tammy Shores,Lake Ruthtown,Kentucky,56062,business owner,Lopez-Delgado,45835.0492871205,travel,16752.512226827595,4,False,True,True,False,True,Mayotte,vacation,2373.7885612628147,2024-07-10,2024-08-22,True
Wayne Matthews,other,2004-04-14,20,7189363151,benjaminsantos@example.org,3025 Sharp Extensions,West Dustin,Pennsylvania,54046,salaried,Mathis-Moore,23638.79654327954,travel,4802.738553708126,3,False,False,True,True,True,Ireland,medical tourism,1230.77116497202,2024-07-03,2024-09-23,True
Edward Bailey,female,2004-09-12,36,(815)529-0137x413,christopher12@example.org,9996 Katrina Trail,East Joannaborough,Vermont,03131,salaried,"Ferguson, Weeks and Ramos",39047.31168772874,travel,17703.345540182352,5,True,False,True,False,True,Holy See (Vatican City State),medical tourism,7198.762940445707,2024-06-18,2024-09-02,False
Jordan Weiss,female,1967-06-06,55,001-459-324-2390,boydjonathan@example.org,566 Edwards Cliffs,West Brittany,Texas,45570,salaried,Brown-Davis,42260.08233174681,travel,18208.517311382173,10,False,False,True,True,True,Sao Tome and Principe,business trip,5287.583286526706,2024-06-19,2024-08-30,False
Terrance Rivera,other,1972-08-17,40,3182380376,mike45@example.net,1880 Long Station,Reedberg,New Hampshire,22051,business owner,"Scott, Johnston and Rowe",46669.77983140703,travel,19961.036250891462,8,False,True,False,True,True,Solomon Islands,medical tourism,9527.829440735464,2024-07-17,2024-09-27,True
Tyler Walker,female,2003-12-07,23,844-815-1658x22986,phillipsloan@example.com,7605 Cohen Cliffs,Port Michaelville,Maine,13421,self-employed,Reid-Freeman,43240.131907331706,travel,14498.531570981935,11,True,False,False,True,True,Bermuda,business trip,3544.3816983811826,2024-07-09,2024-08-10,True
Emily Rose,female,1955-05-09,20,+1-752-357-3325x405,juliamorales@example.net,62921 Gregory Well Suite 821,Crawfordton,Minnesota,49414,business owner,Conner-Reese,11709.398642103934,travel,3690.8872828048493,10,True,False,False,True,True,Malawi,medical tourism,2204.552824705792,2024-06-25,2024-08-31,False
Carl Murray,other,2002-05-10,63,997.537.8208x914,jenniferhorton@example.com,47195 Anthony Rue Suite 180,Fitzgeraldview,South Dakota,91352,business owner,Hayes-Chambers,41614.473500878,travel,9996.001523494138,11,False,True,True,False,True,Martinique,medical tourism,8462.834016228975,2024-06-15,2024-08-07,True
Lisa Thomas,other,1970-05-08,40,531.432.8778x3985,larrycasey@example.com,57553 Wilson Ferry,Lake Jamesport,Hawaii,96442,self-employed,"Ellis, Thomas and Vargas",49619.069824978935,travel,6520.997872748777,11,True,False,False,True,True,Sweden,vacation,9173.39322394758,2024-07-01,2024-09-25,True
Norma Gray,other,1990-11-02,64,996-901-7591x596,drodriguez@example.org,2835 Amanda Trafficway,West Angelamouth,Maine,69978,business owner,"Hayden, Hall and Walker",5653.374487782181,travel,13679.317863502602,5,False,True,True,False,True,Martinique,medical tourism,1386.3318541271938,2024-07-02,2024-08-15,True
Sarah Conley,male,2002-10-01,40,001-997-712-3121x0945,cjohns@example.com,1966 Ronald Circle,Riddleshire,Pennsylvania,45256,salaried,Russo Inc,13778.76145867517,travel,13383.456431822524,9,False,False,True,True,True,Cayman Islands,business trip,8515.367646465638,2024-07-06,2024-08-11,True
Dr. Seth Poole,female,1982-09-09,34,001-889-445-8569x74598,bbailey@example.com,21078 Torres Gardens Suite 343,West Angel,Iowa,57358,salaried,Murphy-Bernard,41137.600671665845,travel,8969.836746996167,11,False,False,False,True,True,Cook Islands,vacation,6019.159492144246,2024-05-29,2024-09-09,False
Scott Johnson,other,1985-07-06,21,(473)492-2785x810,christopherwilliams@example.net,474 Tyler Estates Apt. 737,West John,Tennessee,46828,self-employed,Bernard-Kim,18123.771262397753,travel,17172.073574778282,11,True,False,True,False,True,Belarus,business trip,9992.46317422811,2024-05-30,2024-08-20,False
Thomas Mcclure,female,2002-10-22,56,743.556.3143x2584,destiny81@example.net,8546 David Junction,South Erika,Louisiana,56545,business owner,Joseph and Sons,18914.94142188342,travel,2317.321959319427,7,False,False,False,False,True,Sao Tome and Principe,medical tourism,5169.670994412714,2024-07-01,2024-09-29,True
Eric Howard,other,1981-12-12,62,370-965-2471x068,edgar70@example.org,14146 Green Valley,Francobury,Colorado,92005,self-employed,Sexton and Sons,25615.2334697849,travel,2325.36265835202,3,True,False,False,True,True,Portugal,business trip,8255.658104518092,2024-06-24,2024-09-15,False
Joshua Andrews,male,2004-07-17,41,001-894-589-6433x55104,yjackson@example.net,355 Matthew Passage Suite 807,East Blakebury,Rhode Island,06509,self-employed,"Daniels, Pitts and Robinson",5040.494898422095,travel,9485.74545943167,3,True,False,False,True,True,Micronesia,business trip,3267.428589296503,2024-06-24,2024-09-18,False
Shannon Young,other,1995-01-18,40,(628)671-6874x2451,eric99@example.net,5926 Juan River,West Sherryborough,Alabama,65053,business owner,"Wade, Chen and Moore",40263.88657669512,travel,16021.154714718197,4,True,True,True,False,True,Kenya,business trip,7940.492152512957,2024-06-20,2024-08-27,False
James Townsend,male,1985-07-11,20,608.738.5022x0363,crystalhopkins@example.com,1839 Thompson Circle Apt. 866,Smithborough,Illinois,68875,business owner,"Mendoza, Huang and Tapia",44798.3502319589,travel,18423.486957987094,11,True,True,False,True,True,Georgia,vacation,6075.250234783879,2024-06-10,2024-08-31,True
Anthony Golden,other,1958-10-30,23,+1-290-496-5646x23683,haleyortiz@example.com,9468 Anthony Mountain,South Allen,Tennessee,94158,self-employed,Moss-Powell,36741.836751123024,travel,19204.71756902738,9,False,True,False,False,True,United Kingdom,vacation,3554.825021001712,2024-05-30,2024-09-28,True
Mr. Joshua Rivera,female,1972-09-10,69,(604)587-3339,tomross@example.com,4986 Nathaniel Parkways,Princeside,Colorado,39796,business owner,Harmon-Cain,48602.96604769092,travel,3432.69908061725,4,False,False,True,False,True,Puerto Rico,medical tourism,3955.3759769672897,2024-06-11,2024-08-19,True
Michael Craig,male,1957-07-21,45,001-328-347-5383x83554,kayla87@example.com,311 Garcia Ports,East Frank,Georgia,37592,self-employed,"Pratt, Cox and Odom",41974.86951609665,travel,11749.063844863509,4,True,False,True,False,True,British Virgin Islands,business trip,1501.167462258325,2024-07-08,2024-09-01,False
Frank Le,male,1969-09-21,57,+1-333-365-8542x326,josephsilva@example.org,419 James Rue,Kimberlyview,Maine,04926,salaried,Suarez Ltd,39468.92245811799,travel,15772.64998905121,10,True,True,False,True,True,Yemen,business trip,6102.315921149547,2024-06-16,2024-09-19,False
David Williams,other,1981-07-28,59,867-569-8897x006,frankjordan@example.net,7565 Garza Falls Apt. 828,New Angelabury,South Carolina,64390,business owner,"Ellis, Harris and Mcdonald",26128.520764816774,travel,12504.220726082449,7,True,True,True,False,True,Lebanon,vacation,1742.7349020240704,2024-06-22,2024-08-23,True
Hailey Ford,female,2003-10-19,34,680-620-0389,harrisamanda@example.net,8467 Griffith Streets,Stephanieton,Missouri,13115,business owner,Hayden-Willis,21549.2276599605,travel,4605.27054616357,10,True,True,False,False,True,Portugal,business trip,8827.942500971529,2024-07-17,2024-10-05,False
Amanda Rodgers,female,1996-02-13,39,978-672-8106,vbarrett@example.com,003 Joshua Trace Suite 365,Howardtown,Mississippi,98886,business owner,"Zamora, Medina and Chase",29160.164031355293,travel,3193.4212569061538,9,True,False,False,False,True,Turkey,vacation,1074.5365246058152,2024-07-17,2024-08-24,True
Sharon Gill,male,1995-05-17,45,350-529-1823x18462,erikrios@example.net,2959 Charles Oval Apt. 508,Robertport,Missouri,87827,salaried,Greer-Sheppard,43499.66003962494,travel,5033.728884670893,11,False,True,False,False,True,Korea,vacation,9647.848796011733,2024-06-04,2024-09-14,True
Michaela Graves,male,1994-01-31,56,(621)364-2453x724,christiesmith@example.net,7959 Richardson Radial,Smithport,Hawaii,21853,self-employed,Davis-Smith,7754.192147089293,travel,2361.010403745566,12,True,False,True,True,True,Australia,medical tourism,6650.266693831962,2024-06-15,2024-08-10,True
Joy Cole,male,2000-08-18,40,(892)658-0441,nzhang@example.net,14924 Lisa Trail Apt. 159,Jadechester,Michigan,92190,business owner,Luna LLC,38373.98155138216,travel,15318.18907129124,11,False,True,True,True,True,New Caledonia,medical tourism,9421.19509693364,2024-07-24,2024-09-12,False
Richard Cook,female,1998-10-22,46,456.667.0157,nancy29@example.com,52135 Phillips Harbors,Phillipsmouth,Iowa,44023,self-employed,Frederick-Hartman,23417.163038493843,travel,3067.283602211731,8,False,True,True,True,True,Gibraltar,business trip,7297.160776408235,2024-06-09,2024-09-30,True
Jonathan Allen,female,1978-01-27,59,2699066852,meredithrandall@example.org,1017 Hill Corner Suite 372,Lake Brittany,Tennessee,42475,business owner,Johnson-Garcia,13820.067379588243,travel,8910.7496470001,5,True,False,False,False,True,Afghanistan,medical tourism,2971.8548431173954,2024-05-31,2024-08-26,False
Samantha Nguyen,female,1968-04-08,63,001-906-910-1612x9989,cruzmary@example.net,463 Pace Pass,New Dakotastad,West Virginia,18085,business owner,Cruz-Vang,34372.4103252831,travel,3843.9070232182066,9,False,False,False,False,True,Argentina,medical tourism,7682.220174270807,2024-06-22,2024-08-07,True
Andres Rodgers,female,1978-06-01,37,(987)493-3391x6299,wthompson@example.org,51658 Adams Valleys,Jessicafurt,Wisconsin,50001,self-employed,Miller Group,12956.932118834004,travel,9926.060573030843,10,False,False,True,True,True,Tokelau,business trip,7236.601594088478,2024-07-24,2024-09-19,False
Eric Brennan,female,1992-06-16,37,(221)440-4532x3631,kimberlyhurley@example.net,610 Joel Ramp,North Brianchester,Alabama,96378,salaried,Douglas Inc,16028.980050125801,travel,14239.433762258039,4,True,False,True,True,True,Taiwan,vacation,5693.162252814916,2024-06-24,2024-09-08,False
Angela Thomas,other,1973-02-19,70,533.327.6949x02232,antonio68@example.org,80933 Reynolds Divide Suite 361,East Lorrainemouth,New Jersey,31572,salaried,"Ward, Owens and Ward",33113.49683570818,travel,18118.728548042876,5,True,False,False,True,True,Mongolia,vacation,8076.918785852156,2024-06-12,2024-09-20,True
Jenna Alvarez,other,1988-09-22,56,7079523345,scottashley@example.org,87225 Martin Green,Lindamouth,Illinois,17477,business owner,"Vargas, Cole and Richardson",8712.88334627472,travel,16904.589657762597,11,True,False,False,True,True,Romania,business trip,1210.81202542851,2024-06-13,2024-09-01,False
Chad Tucker,other,1958-01-12,53,+1-847-230-9977x2146,tinathornton@example.org,1633 Archer Court Suite 732,Collinschester,Vermont,45022,self-employed,Hines and Sons,22790.74210213021,travel,6069.895920082822,8,False,True,False,True,True,Norfolk Island,vacation,7432.345691156874,2024-05-26,2024-09-26,True
Erika Tran,female,1968-10-05,47,(540)462-2209x8871,bruce31@example.com,900 Sanchez Creek Suite 361,Jennifertown,Colorado,62279,salaried,"Burnett, Willis and Sparks",17090.464222010196,travel,9263.725814975967,9,True,False,True,False,True,Argentina,business trip,6623.630185110764,2024-06-08,2024-08-12,False
Chad Young,male,1972-04-12,51,+1-573-991-8700x04620,jamesjoseph@example.net,193 Phillip Landing Apt. 184,New Emily,Iowa,10836,business owner,"Taylor, Andrews and Peterson",37036.28405070429,travel,16993.16068697258,12,True,True,False,True,True,Solomon Islands,business trip,1770.4526266896423,2024-06-04,2024-09-23,False
Danielle Parker,male,1993-05-13,63,(335)295-6628,jasminewilcox@example.com,09605 Park Canyon Suite 680,Port Jeff,Kansas,88007,business owner,"Ray, Robbins and Flores",30859.50249317,travel,18231.75147675349,3,True,False,False,True,True,Serbia,vacation,5109.6706113208575,2024-06-07,2024-08-27,True
Shelia Berry,male,1994-08-15,21,5893382346,rebecca75@example.org,24662 Valentine Crest,North Joseport,Alabama,13844,salaried,Pruitt LLC,32736.325747497078,travel,7928.409082489654,12,True,True,True,True,True,Greenland,vacation,8341.355521626863,2024-07-04,2024-08-27,False
Phillip Vaughn,male,2002-05-31,32,(423)934-1768x61491,vincent38@example.com,143 Aguilar Parkways Suite 034,Jamestown,Kentucky,03061,business owner,Atkins Inc,15754.599133118629,travel,17780.340893498003,12,False,True,False,False,True,Ghana,vacation,1826.4785920074912,2024-06-27,2024-08-21,False
Colton Robertson,other,1990-08-14,19,955-555-0105x536,ccampbell@example.org,04163 Harold Curve,East Nicoleshire,New Hampshire,57112,salaried,Mitchell Inc,39115.948184932655,travel,14161.662589625796,10,True,False,False,True,True,Guadeloupe,medical tourism,5287.428155456768,2024-06-19,2024-09-03,False
